ID,Age,InfraredScanResults,VisualConditions,Pad,Loading,HealthIndex
2595,29,0.12,Significant Defects,Significant Defects,36.45,4
2596,15,0.01,Minor Defects,Moderate Defects,52.26,4.7
2597,27,0.09,Significant Defects,Significant Defects,48.48,3.2
2598,46,0.97,Serious Defects,Serious Defects,27.8,0.2
2599,38,0.41,Serious Defects,Serious Defects,40.05,1.9
2600,32,0.18,Significant Defects,Serious Defects,30.26,2.3
2601,41,0.55,Serious Defects,Serious Defects,23.49,1.8
2602,15,0.01,Minor Defects,Moderate Defects,34.82,4.9
2603,20,0.02,Moderate Defects,Moderate Defects,20.09,3.7
2604,15,0.01,Minor Defects,Moderate Defects,44.54,4.8
2605,45,0.9,Serious Defects,Serious Defects,39.56,0.3
2606,40,0.5,Serious Defects,Serious Defects,51.42,1.7
2607,45,0.91,Serious Defects,Serious Defects,31.79,0.1
2608,45,0.91,Serious Defects,Serious Defects,31.1,0.7
2609,27,0.09,Moderate Defects,Significant Defects,32.04,3.9
2610,22,0.04,Moderate Defects,Moderate Defects,50.71,3.3
2611,38,0.43,Significant Defects,Serious Defects,18.46,3
2612,16,0.01,Minor Defects,Moderate Defects,38.14,5
2613,15,0.01,Minor Defects,Moderate Defects,45.58,4.9
2614,16,0.01,Moderate Defects,Moderate Defects,51.42,3.8
2615,43,0.72,Serious Defects,Serious Defects,30.74,2
2616,38,0.39,Serious Defects,Serious Defects,26.31,2
2617,45,0.9,Serious Defects,Serious Defects,49.16,0.5
2618,15,0.01,Minor Defects,Moderate Defects,46.98,4.7
2619,46,0.92,Serious Defects,Serious Defects,44.36,1
2620,36,0.33,Serious Defects,Serious Defects,50.02,2.7
2621,45,0.89,Serious Defects,Serious Defects,52.32,0.1
2622,46,0.99,Serious Defects,Serious Defects,31.19,0.2
2623,17,0.01,Moderate Defects,Moderate Defects,37.98,3.7
2624,46,0.96,Serious Defects,Serious Defects,34.68,0.1
2625,27,0.09,Significant Defects,Significant Defects,40.98,3.1
2626,31,0.17,Significant Defects,Significant Defects,39.29,2.6
2627,33,0.21,Significant Defects,Serious Defects,44.28,2.9
2628,46,0.91,Serious Defects,Serious Defects,28.87,1
2629,42,0.66,Serious Defects,Serious Defects,21.62,1.4
2630,16,0.01,Minor Defects,Moderate Defects,40.88,4.4
2631,30,0.14,Significant Defects,Significant Defects,24.34,2.3
2632,38,0.42,Serious Defects,Serious Defects,36.14,1.2
2633,44,0.82,Serious Defects,Serious Defects,35.09,1.1
2634,15,0.01,Minor Defects,Moderate Defects,53.67,4.2
2635,45,0.91,Serious Defects,Serious Defects,39.01,0.4
2636,45,0.9,Serious Defects,Serious Defects,40.49,0.2
2637,38,0.4,Serious Defects,Serious Defects,26.92,1.6
2638,37,0.36,Serious Defects,Serious Defects,25.3,2.4
2639,46,0.98,Serious Defects,Serious Defects,32.22,0.6
2640,43,0.74,Serious Defects,Serious Defects,22.42,1.7
2641,16,0.01,Minor Defects,Moderate Defects,20.26,4.6
2642,15,0.01,Minor Defects,Moderate Defects,37.29,4.6
2643,15,0.01,Minor Defects,Moderate Defects,53.55,4.9
2644,45,0.91,Serious Defects,Serious Defects,26.83,0.7
2645,38,0.43,Significant Defects,Serious Defects,41.63,2.9
2646,35,0.27,Serious Defects,Serious Defects,51.63,2.4
2647,31,0.17,Significant Defects,Significant Defects,20.5,2.8
2648,16,0.01,Minor Defects,Moderate Defects,45.93,4.1
2649,15,0.01,Minor Defects,Moderate Defects,44.46,4.2
2650,46,0.91,Serious Defects,Serious Defects,34.08,0.5
2651,37,0.34,Significant Defects,Serious Defects,22.27,2.3
2652,42,0.66,Serious Defects,Serious Defects,41.23,1.3
2653,15,0.01,Minor Defects,Moderate Defects,22.49,4.2
2654,21,0.03,Moderate Defects,Moderate Defects,47.08,3.9
2655,19,0.02,Moderate Defects,Moderate Defects,37.2,3.3
2656,36,0.33,Serious Defects,Serious Defects,49.5,2.4
2657,16,0.01,Minor Defects,Moderate Defects,43.68,4.1
2658,46,0.91,Serious Defects,Serious Defects,34.61,0.3
2659,36,0.31,Serious Defects,Serious Defects,19.86,2.4
2660,30,0.15,Significant Defects,Significant Defects,25.17,2.2
2661,16,0.01,Minor Defects,Moderate Defects,35.87,4.6
2662,46,0.94,Serious Defects,Serious Defects,46.02,0.5
2663,45,0.89,Serious Defects,Serious Defects,37.99,0.3
2664,46,0.93,Serious Defects,Serious Defects,18.08,0.6
2665,36,0.3,Serious Defects,Serious Defects,54.43,2.9
2666,43,0.72,Serious Defects,Serious Defects,20.06,1.7
2667,45,0.89,Serious Defects,Serious Defects,50.45,0.4
2668,16,0.01,Minor Defects,Moderate Defects,42.51,4.1
2669,42,0.65,Serious Defects,Serious Defects,31.79,1.7
2670,46,0.93,Serious Defects,Serious Defects,19.99,0.9
2671,46,1,Serious Defects,Serious Defects,20.83,0.5
2672,40,0.49,Serious Defects,Serious Defects,27.56,1.2
2673,24,0.05,Moderate Defects,Significant Defects,38.68,3.7
2674,45,0.89,Serious Defects,Serious Defects,47.71,0.9
2675,19,0.02,Moderate Defects,Moderate Defects,54.33,3.6
2676,16,0.01,Minor Defects,Moderate Defects,49.25,4.1
2677,41,0.54,Serious Defects,Serious Defects,26.06,1.3
2678,15,0.01,Minor Defects,Moderate Defects,34.55,4.2
2679,30,0.14,Significant Defects,Significant Defects,36.67,2.2
2680,34,0.25,Significant Defects,Serious Defects,22.57,2.1
2681,37,0.36,Serious Defects,Serious Defects,28,2.1
2682,28,0.11,Moderate Defects,Significant Defects,50.42,3.4
2683,39,0.46,Significant Defects,Serious Defects,19.25,2.2
2684,45,0.88,Serious Defects,Serious Defects,45.64,0.8
2685,39,0.44,Serious Defects,Serious Defects,37.49,1.1
2686,16,0.01,Minor Defects,Moderate Defects,31.95,4.2
2687,15,0.01,Minor Defects,Moderate Defects,35.72,4.6
2688,15,0.01,Minor Defects,Moderate Defects,52.92,4.4
2689,21,0.03,Moderate Defects,Moderate Defects,28.75,3.8
2690,37,0.38,Significant Defects,Serious Defects,28.33,2.9
2691,16,0.01,Moderate Defects,Moderate Defects,31.1,3.4
2692,15,0.01,Minor Defects,Moderate Defects,32.99,4.5
2693,46,0.93,Serious Defects,Serious Defects,22.84,1
2694,27,0.08,Moderate Defects,Significant Defects,46.94,3.8
2695,30,0.14,Significant Defects,Significant Defects,20.03,2.6
2696,16,0.01,Minor Defects,Moderate Defects,53.22,4.1
2697,46,0.98,Serious Defects,Serious Defects,49.81,0.3
2698,42,0.62,Serious Defects,Serious Defects,19.52,1.2
2699,28,0.11,Significant Defects,Significant Defects,29.74,3.2
2700,37,0.38,Significant Defects,Serious Defects,29.73,2.3
2701,46,1,Serious Defects,Serious Defects,47.71,0.8
2702,19,0.02,Moderate Defects,Moderate Defects,53.59,3.2
2703,33,0.21,Significant Defects,Significant Defects,29.11,2.3
2704,16,0.01,Minor Defects,Moderate Defects,52.03,4.1
2705,30,0.14,Significant Defects,Significant Defects,52.57,2.8
2706,32,0.2,Significant Defects,Serious Defects,24.69,2.6
2707,43,0.71,Serious Defects,Serious Defects,26.53,1.9
2708,46,0.93,Serious Defects,Serious Defects,41.85,1
2709,29,0.12,Significant Defects,Significant Defects,41.71,3.8
2710,15,0.01,Minor Defects,Moderate Defects,34.01,4.8
2711,15,0.01,Minor Defects,Moderate Defects,30.59,5
2712,31,0.17,Significant Defects,Serious Defects,52.53,2.4
2713,15,0.01,Minor Defects,Moderate Defects,29.16,4.2
2714,15,0.01,Minor Defects,Moderate Defects,31.12,4.4
2715,44,0.8,Serious Defects,Serious Defects,20.8,1.7
2716,39,0.44,Serious Defects,Serious Defects,42.3,1.3
2717,18,0.01,Moderate Defects,Moderate Defects,23.6,3.6
2718,18,0.01,Moderate Defects,Moderate Defects,53.05,3.5
2719,46,0.96,Serious Defects,Serious Defects,34.1,0.9
2720,46,1,Serious Defects,Serious Defects,18.49,0.1
2721,19,0.02,Moderate Defects,Moderate Defects,27.68,3.3
2722,19,0.02,Moderate Defects,Moderate Defects,36.02,3.4
2723,39,0.44,Serious Defects,Serious Defects,31.8,1.6
2724,29,0.12,Significant Defects,Significant Defects,42.29,4
2725,16,0.01,Moderate Defects,Moderate Defects,48.12,3.1
2726,15,0.01,Minor Defects,Moderate Defects,49.09,4.7
2727,31,0.16,Significant Defects,Significant Defects,22.82,2.6
2728,15,0.01,Minor Defects,Moderate Defects,24.28,4.9
2729,46,0.97,Serious Defects,Serious Defects,24.47,0.5
2730,44,0.75,Serious Defects,Serious Defects,26.94,1.1
2731,46,0.98,Serious Defects,Serious Defects,50.73,0.9
2732,45,0.84,Serious Defects,Serious Defects,34.34,1.8
2733,44,0.83,Serious Defects,Serious Defects,49.95,1.8
2734,15,0.01,Minor Defects,Moderate Defects,39.04,4.6
2735,44,0.76,Serious Defects,Serious Defects,51.98,1.2
2736,17,0.01,Moderate Defects,Moderate Defects,39.36,3.1
2737,16,0.01,Minor Defects,Moderate Defects,28.07,4.6
2738,25,0.06,Moderate Defects,Significant Defects,33.74,3.5
2739,31,0.16,Significant Defects,Significant Defects,52.52,2.4
2740,16,0.01,Moderate Defects,Moderate Defects,38.25,3.7
2741,37,0.38,Significant Defects,Serious Defects,43.49,2.7
2742,15,0.01,Minor Defects,Moderate Defects,40.96,4.5
2743,41,0.58,Serious Defects,Serious Defects,54.8,1.6
2744,38,0.42,Serious Defects,Serious Defects,43.04,1.7
2745,23,0.04,Moderate Defects,Significant Defects,29.8,3.7
2746,37,0.36,Significant Defects,Serious Defects,42.24,3
2747,15,0.01,Minor Defects,Moderate Defects,18.54,4.4
2748,30,0.15,Significant Defects,Significant Defects,41.47,2.6
2749,31,0.16,Significant Defects,Serious Defects,18.83,2.6
2750,46,0.91,Serious Defects,Serious Defects,55.74,1
2751,25,0.06,Moderate Defects,Significant Defects,32.26,3.1
2752,36,0.32,Significant Defects,Serious Defects,37.92,2.2
2753,15,0.01,Minor Defects,Moderate Defects,41.26,4.4
2754,16,0.01,Minor Defects,Moderate Defects,24.35,5
2755,16,0.01,Minor Defects,Moderate Defects,36.44,4.1
2756,46,1,Serious Defects,Serious Defects,47.59,0.9
2757,46,0.99,Serious Defects,Serious Defects,45.56,0.7
2758,41,0.56,Serious Defects,Serious Defects,19.39,1.5
2759,32,0.19,Significant Defects,Serious Defects,44.74,3
2760,46,0.91,Serious Defects,Serious Defects,24.09,0.1
2761,45,0.88,Serious Defects,Serious Defects,39.46,0.4
2762,38,0.39,Serious Defects,Serious Defects,23.65,1.8
2763,25,0.06,Moderate Defects,Significant Defects,47.76,4
2764,45,0.83,Serious Defects,Serious Defects,38.44,1.1
2765,33,0.22,Significant Defects,Serious Defects,44.39,3
2766,22,0.04,Moderate Defects,Significant Defects,52.64,3.9
2767,45,0.85,Serious Defects,Serious Defects,47.96,2
2768,46,1,Serious Defects,Serious Defects,41.11,0.2
2769,22,0.04,Moderate Defects,Significant Defects,45.34,3.4
2770,16,0.01,Minor Defects,Moderate Defects,54.93,4.7
2771,18,0.01,Moderate Defects,Moderate Defects,23.38,3.9
2772,23,0.04,Moderate Defects,Significant Defects,51.36,4
2773,38,0.39,Serious Defects,Serious Defects,37.29,1.9
2774,38,0.39,Serious Defects,Serious Defects,51.25,2
2775,15,0.01,Minor Defects,Moderate Defects,46.75,4.8
2776,16,0.01,Minor Defects,Moderate Defects,53.64,4.5
2777,40,0.51,Serious Defects,Serious Defects,33.7,1.7
2778,17,0.01,Moderate Defects,Moderate Defects,46.41,3.7
2779,30,0.15,Significant Defects,Significant Defects,47.07,2.7
2780,15,0.01,Minor Defects,Moderate Defects,43.22,4.6
2781,46,0.91,Serious Defects,Serious Defects,20.12,0.4
2782,37,0.36,Serious Defects,Serious Defects,39.21,2.5
2783,46,0.91,Serious Defects,Serious Defects,18,0.4
2784,45,0.91,Serious Defects,Serious Defects,27.34,0.4
2785,15,0.01,Minor Defects,Moderate Defects,48.42,4.4
2786,24,0.05,Moderate Defects,Significant Defects,21.45,3.8
2787,24,0.05,Moderate Defects,Significant Defects,49.78,3.1
2788,25,0.06,Moderate Defects,Significant Defects,31.37,3.8
2789,30,0.14,Significant Defects,Significant Defects,27.91,2.8
2790,20,0.02,Moderate Defects,Moderate Defects,43.14,3.7
2791,15,0.01,Minor Defects,Moderate Defects,49.38,4.6
2792,45,0.91,Serious Defects,Serious Defects,55.46,0.5
2793,46,0.93,Serious Defects,Serious Defects,25.57,0.4
2794,24,0.05,Moderate Defects,Significant Defects,35.18,3.7
2795,41,0.57,Serious Defects,Serious Defects,48.68,1.3
2796,41,0.6,Serious Defects,Serious Defects,28.46,1.8
2797,42,0.61,Serious Defects,Serious Defects,52.64,1.4
2798,29,0.13,Significant Defects,Significant Defects,54.63,3
2799,16,0.01,Minor Defects,Moderate Defects,41.6,4.7
2800,42,0.64,Serious Defects,Serious Defects,43.93,1.4
2801,46,0.96,Serious Defects,Serious Defects,31.86,0.7
2802,46,0.96,Serious Defects,Serious Defects,51.34,0.3
2803,45,0.9,Serious Defects,Serious Defects,29.52,0.6
2804,25,0.06,Moderate Defects,Significant Defects,27.31,3.6
2805,41,0.55,Serious Defects,Serious Defects,52.74,1.9
2806,30,0.13,Significant Defects,Significant Defects,38.92,2.3
2807,15,0.01,Minor Defects,Moderate Defects,52.52,4.7
2808,38,0.42,Significant Defects,Serious Defects,26.14,2.8
2809,46,0.91,Serious Defects,Serious Defects,28.08,0.6
2810,37,0.35,Serious Defects,Serious Defects,20.15,2.9
2811,33,0.22,Significant Defects,Serious Defects,53.53,2.5
2812,44,0.76,Serious Defects,Serious Defects,23.67,1.5
2813,33,0.2,Significant Defects,Serious Defects,34.18,2.3
2814,15,0.01,Minor Defects,Moderate Defects,31.64,4.7
2815,36,0.32,Serious Defects,Serious Defects,44.04,2.4
2816,42,0.62,Serious Defects,Serious Defects,55.79,1.8
2817,40,0.5,Serious Defects,Serious Defects,41.71,1.3
2818,24,0.05,Moderate Defects,Significant Defects,27.98,3.1
2819,38,0.41,Serious Defects,Serious Defects,21.8,1.4
2820,42,0.61,Serious Defects,Serious Defects,40.35,1.6
2821,31,0.17,Significant Defects,Serious Defects,24.34,2.8
2822,36,0.31,Significant Defects,Serious Defects,52.98,3
2823,15,0.01,Minor Defects,Moderate Defects,42.42,4.3
2824,43,0.7,Serious Defects,Serious Defects,20.72,1.1
2825,46,0.96,Serious Defects,Serious Defects,34.25,0.5
2826,39,0.44,Serious Defects,Serious Defects,42,1.1
2827,15,0.01,Minor Defects,Moderate Defects,35.3,4.7
2828,31,0.16,Significant Defects,Serious Defects,34.53,2.4
2829,26,0.07,Moderate Defects,Significant Defects,25.53,3.5
2830,33,0.22,Significant Defects,Significant Defects,41.42,2.2
2831,15,0.01,Minor Defects,Moderate Defects,39.82,4.7
2832,28,0.1,Significant Defects,Significant Defects,20.46,4
2833,46,0.93,Serious Defects,Serious Defects,47.79,0.7
2834,44,0.8,Serious Defects,Serious Defects,54.58,1.6
2835,37,0.35,Serious Defects,Serious Defects,32.92,2.7
2836,44,0.8,Serious Defects,Serious Defects,41.86,1.2
2837,15,0.01,Minor Defects,Moderate Defects,43.85,4.5
2838,43,0.7,Serious Defects,Serious Defects,54.84,2
2839,24,0.05,Moderate Defects,Significant Defects,41.52,3.3
2840,15,0.01,Minor Defects,Moderate Defects,40.83,4.7
2841,38,0.4,Serious Defects,Serious Defects,55.26,1.2
2842,46,0.95,Serious Defects,Serious Defects,27.15,0.4
2843,32,0.18,Significant Defects,Significant Defects,19.05,2.8
2844,16,0.01,Minor Defects,Moderate Defects,51.4,4.9
2845,46,1,Serious Defects,Serious Defects,26.33,0.1
2846,43,0.67,Serious Defects,Serious Defects,50.29,1.7
2847,39,0.47,Serious Defects,Serious Defects,28.72,1.4
2848,40,0.5,Serious Defects,Serious Defects,49.82,1.7
2849,46,0.96,Serious Defects,Serious Defects,25.66,0.9
2850,15,0.01,Minor Defects,Moderate Defects,40.32,5
2851,15,0.01,Minor Defects,Moderate Defects,40.41,4.8
2852,41,0.56,Serious Defects,Serious Defects,46.88,1.4
2853,42,0.63,Serious Defects,Serious Defects,52.2,1.8
2854,39,0.47,Significant Defects,Serious Defects,30.88,2.9
2855,38,0.42,Serious Defects,Serious Defects,41.39,1.6
2856,46,0.91,Serious Defects,Serious Defects,28.59,0.9
2857,44,0.8,Serious Defects,Serious Defects,38.33,1.2
2858,15,0.01,Minor Defects,Moderate Defects,31.47,4.3
2859,33,0.21,Significant Defects,Significant Defects,38.55,2.4
2860,15,0.01,Minor Defects,Moderate Defects,51.17,4.3
2861,26,0.07,Significant Defects,Significant Defects,50.42,3.7
2862,46,0.99,Serious Defects,Serious Defects,34.78,0.6
2863,38,0.42,Significant Defects,Serious Defects,40.87,2.3
2864,31,0.17,Significant Defects,Significant Defects,47.3,2.4
2865,46,1,Serious Defects,Serious Defects,27.12,0.4
2866,45,0.91,Serious Defects,Serious Defects,48.42,0.1
2867,24,0.05,Moderate Defects,Significant Defects,53.42,3.3
2868,39,0.47,Significant Defects,Serious Defects,26.9,2.7
2869,16,0.01,Minor Defects,Moderate Defects,26.44,4.3
2870,46,0.91,Serious Defects,Serious Defects,25.78,0.7
2871,32,0.19,Significant Defects,Serious Defects,32.39,2.8
2872,16,0.01,Minor Defects,Moderate Defects,52.07,4.6
2873,16,0.01,Minor Defects,Moderate Defects,52.99,4.9
2874,44,0.83,Serious Defects,Serious Defects,39.82,1.3
2875,16,0.01,Minor Defects,Moderate Defects,46.27,4.9
2876,42,0.66,Serious Defects,Serious Defects,20.87,1.1
2877,18,0.01,Moderate Defects,Moderate Defects,21.73,3.7
2878,15,0.01,Minor Defects,Moderate Defects,44.71,4.4
2879,18,0.01,Moderate Defects,Moderate Defects,55.32,3.2
2880,15,0.01,Minor Defects,Moderate Defects,51.99,4.1
2881,46,0.95,Serious Defects,Serious Defects,36.12,0.2
2882,46,0.95,Serious Defects,Serious Defects,40.24,0.6
2883,21,0.03,Moderate Defects,Moderate Defects,25.63,3.7
2884,37,0.36,Significant Defects,Serious Defects,40.34,2.7
2885,43,0.7,Serious Defects,Serious Defects,18.34,1.8
2886,15,0.01,Minor Defects,Moderate Defects,41.72,4.6
2887,43,0.71,Serious Defects,Serious Defects,36.89,1.5
2888,39,0.43,Serious Defects,Serious Defects,31.41,1.4
2889,36,0.32,Significant Defects,Serious Defects,44.5,3
2890,20,0.02,Moderate Defects,Moderate Defects,43.33,3.3
2891,15,0.01,Minor Defects,Moderate Defects,26.88,4.4
2892,35,0.27,Serious Defects,Serious Defects,39.63,2.1
2893,40,0.49,Serious Defects,Serious Defects,20.7,1.7
2894,15,0.01,Minor Defects,Moderate Defects,54.79,4.7
2895,15,0.01,Minor Defects,Moderate Defects,27.95,4.4
2896,44,0.78,Serious Defects,Serious Defects,44.43,1.7
2897,32,0.18,Significant Defects,Serious Defects,19.45,2.7
2898,16,0.01,Minor Defects,Moderate Defects,30.97,4.1
2899,15,0.01,Minor Defects,Moderate Defects,26.1,5
2900,37,0.34,Serious Defects,Serious Defects,26.37,2.7
2901,17,0.01,Moderate Defects,Moderate Defects,19.17,3.8
2902,36,0.31,Significant Defects,Serious Defects,51.79,2.5
2903,15,0.01,Minor Defects,Moderate Defects,50.66,4.7
2904,21,0.03,Moderate Defects,Moderate Defects,22.79,3.1
2905,40,0.51,Serious Defects,Serious Defects,26.44,1.1
2906,16,0.01,Minor Defects,Moderate Defects,46.64,4.4
2907,35,0.29,Significant Defects,Serious Defects,41.6,2.4
2908,27,0.09,Significant Defects,Significant Defects,24.7,4
2909,46,0.95,Serious Defects,Serious Defects,18.05,1
2910,15,0.01,Minor Defects,Moderate Defects,53.14,4.6
2911,46,0.97,Serious Defects,Serious Defects,28.88,0.8
2912,46,0.95,Serious Defects,Serious Defects,43.22,0.8
2913,23,0.04,Moderate Defects,Moderate Defects,36.85,3.8
2914,31,0.17,Significant Defects,Significant Defects,35.96,2.1
2915,46,0.93,Serious Defects,Serious Defects,44.64,1
2916,15,0.01,Minor Defects,Moderate Defects,42.19,4.2
2917,40,0.5,Serious Defects,Serious Defects,47.82,1.8
2918,45,0.89,Serious Defects,Serious Defects,19.2,0.6
2919,39,0.46,Serious Defects,Serious Defects,52.3,1.3
2920,23,0.04,Moderate Defects,Significant Defects,52.98,3.3
2921,29,0.12,Significant Defects,Significant Defects,18.24,3.4
2922,44,0.76,Serious Defects,Serious Defects,18,1.4
2923,25,0.06,Significant Defects,Significant Defects,40.11,3.4
2924,16,0.01,Minor Defects,Moderate Defects,40.73,4.5
2925,34,0.25,Significant Defects,Serious Defects,42.14,2.4
2926,24,0.05,Moderate Defects,Significant Defects,36.9,3.5
2927,45,0.85,Serious Defects,Serious Defects,42.19,1.9
2928,35,0.28,Significant Defects,Serious Defects,25.5,2.9
2929,15,0.01,Minor Defects,Moderate Defects,20.37,4.1
2930,46,0.98,Serious Defects,Serious Defects,18.92,0.8
2931,34,0.25,Significant Defects,Serious Defects,49.2,2.4
2932,37,0.36,Significant Defects,Serious Defects,25.55,2.8
2933,15,0.01,Minor Defects,Moderate Defects,43.91,4.8
2934,15,0.01,Minor Defects,Moderate Defects,21.15,4.4
2935,31,0.17,Significant Defects,Significant Defects,42.1,2.2
2936,46,0.97,Serious Defects,Serious Defects,28.93,0.2
